ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
ABW,Aruba,total,Sanitation,2000,98.32021,89326.86037,At least basic
ABW,Aruba,total,Drinking water,2000,94.48881,85845.91524,At least basic
ABW,Aruba,total,Sanitation,2000,0,0,Limited service
ABW,Aruba,total,Drinking water,2000,0,0,Limited service
ABW,Aruba,total,Sanitation,2000,1.04987,953.83727,Open defecation
ABW,Aruba,total,Drinking water,2000,0.09162,83.23683,Surface water
ABW,Aruba,total,Sanitation,2000,0.62992,572.30236,Unimproved
ABW,Aruba,total,Drinking water,2000,5.41958,4923.84793,Unimproved
ABW,Aruba,total,Sanitation,2001,98.25548,91277.3782,At least basic
ABW,Aruba,total,Drinking water,2001,94.77049,88039.89083,At least basic
ABW,Aruba,total,Sanitation,2001,0,0,Limited service
ABW,Aruba,total,Drinking water,2001,0,0,Limited service
ABW,Aruba,total,Sanitation,2001,1.08514,1008.07641,Open defecation
ABW,Aruba,total,Drinking water,2001,0.09824,91.25896,Surface water
ABW,Aruba,total,Sanitation,2001,0.65937,612.54539,Unimproved
ABW,Aruba,total,Drinking water,2001,5.13127,4766.85021,Unimproved
ABW,Aruba,total,Sanitation,2002,98.19076,93273.36215,At least basic
ABW,Aruba,total,Drinking water,2002,95.05218,90291.96289,At least basic
ABW,Aruba,total,Sanitation,2002,0,0,Limited service
ABW,Aruba,total,Drinking water,2002,0,0,Limited service
ABW,Aruba,total,Sanitation,2002,1.12042,1064.30728,Open defecation
ABW,Aruba,total,Drinking water,2002,0.10485,99.60317,Surface water
ABW,Aruba,total,Sanitation,2002,0.68883,654.33057,Unimproved
ABW,Aruba,total,Drinking water,2002,4.84297,4600.43394,Unimproved
ABW,Aruba,total,Sanitation,2003,98.12603,95198.92835,At least basic
ABW,Aruba,total,Drinking water,2003,95.33386,92490.05155,At least basic
ABW,Aruba,total,Sanitation,2003,0,0,Limited service
ABW,Aruba,total,Drinking water,2003,0,0,Limited service
ABW,Aruba,total,Sanitation,2003,1.15569,1121.21802,Open defecation
ABW,Aruba,total,Drinking water,2003,0.11147,108.14765,Surface water
ABW,Aruba,total,Sanitation,2003,0.71828,696.85363,Unimproved
ABW,Aruba,total,Drinking water,2003,4.55467,4418.8008,Unimproved
ABW,Aruba,total,Sanitation,2004,98.0613,96822.78613,At least basic
ABW,Aruba,total,Drinking water,2004,95.61555,94407.92103,At least basic
ABW,Aruba,total,Sanitation,2004,0,0,Limited service
ABW,Aruba,total,Drinking water,2004,0,0,Limited service
ABW,Aruba,total,Sanitation,2004,1.19097,1175.92493,Open defecation
ABW,Aruba,total,Drinking water,2004,0.11809,116.6,Surface water
ABW,Aruba,total,Sanitation,2004,0.74773,738.28894,Unimproved
ABW,Aruba,total,Drinking water,2004,4.26636,4212.47897,Unimproved
ABW,Aruba,total,Sanitation,2005,97.99657,98026.95189,At least basic
ABW,Aruba,total,Drinking water,2005,95.89723,95926.95826,At least basic
ABW,Aruba,total,Sanitation,2005,0,0,Limited service
ABW,Aruba,total,Drinking water,2005,0,0,Limited service
ABW,Aruba,total,Sanitation,2005,1.22624,1226.6215,Open defecation
ABW,Aruba,total,Drinking water,2005,0.12471,124.74877,Surface water
ABW,Aruba,total,Sanitation,2005,0.77719,777.42661,Unimproved
ABW,Aruba,total,Drinking water,2005,3.97806,3979.29297,Unimproved
ABW,Aruba,total,Sanitation,2006,97.93185,98746.6385,At least basic
ABW,Aruba,total,Drinking water,2006,96.17891,96979.12344,At least basic
ABW,Aruba,total,Sanitation,2006,0,0,Limited service
ABW,Aruba,total,Drinking water,2006,0,0,Limited service
ABW,Aruba,total,Sanitation,2006,1.26152,1272.0117,Open defecation
ABW,Aruba,total,Drinking water,2006,0.13133,132.42138,Surface water
ABW,Aruba,total,Sanitation,2006,0.80664,813.3498,Unimproved
ABW,Aruba,total,Drinking water,2006,3.68976,3720.45518,Unimproved
ABW,Aruba,total,Sanitation,2008,97.80239,99125.65708,At least basic
ABW,Aruba,total,Drinking water,2008,96.74228,98051.20748,At least basic
ABW,Aruba,total,Sanitation,2008,0,0,Limited service
ABW,Aruba,total,Drinking water,2008,0,0,Limited service
ABW,Aruba,total,Sanitation,2008,1.33206,1350.08776,Open defecation
ABW,Aruba,total,Drinking water,2008,0.14457,146.52193,Surface water
ABW,Aruba,total,Sanitation,2008,0.86554,877.25516,Unimproved
ABW,Aruba,total,Drinking water,2008,3.11315,3155.27059,Unimproved
ABW,Aruba,total,Sanitation,2016,97.54348,102247.02778,At least basic
ABW,Aruba,total,Drinking water,2016,97.86902,102588.26769,At least basic
ABW,Aruba,total,Sanitation,2016,0,0,Limited service
ABW,Aruba,total,Drinking water,2016,0,0,Limited service
ABW,Aruba,total,Sanitation,2016,1.47316,1544.19892,Open defecation
ABW,Aruba,total,Drinking water,2016,0.17104,179.28798,Surface water
ABW,Aruba,total,Sanitation,2016,0.98336,1030.7733,Unimproved
ABW,Aruba,total,Drinking water,2016,1.95994,2054.44433,Unimproved
AFG,Afghanistan,total,Sanitation,2000,23.51573,4725192.81228,At least basic
AFG,Afghanistan,rural,Sanitation,2000,21.79577,3412663.10527,At least basic
AFG,Afghanistan,urban,Sanitation,2000,29.58614,1312529.59469,At least basic
AFG,Afghanistan,total,Drinking water,2000,27.7719,5580417.18549,At least basic
AFG,Afghanistan,rural,Drinking water,2000,21.61913,3385005.65013,At least basic
AFG,Afghanistan,urban,Drinking water,2000,49.48745,2195411.40873,At least basic
AFG,Afghanistan,total,Sanitation,2000,5.85019,1175523.02824,Limited service
AFG,Afghanistan,rural,Sanitation,2000,3.57232,559334.67041,Limited service
AFG,Afghanistan,urban,Sanitation,2000,13.88969,616188.33258,Limited service
AFG,Afghanistan,total,Drinking water,2000,3.57996,719347.83153,Limited service
AFG,Afghanistan,rural,Drinking water,2000,3.26344,510971.68049,Limited service
AFG,Afghanistan,urban,Drinking water,2000,4.69707,208376.13403,Limited service
AFG,Afghanistan,total,Sanitation,2000,26.01966,5228326.64344,Open defecation
AFG,Afghanistan,rural,Sanitation,2000,31.36838,4911490.45249,Open defecation
AFG,Afghanistan,urban,Sanitation,2000,7.1419,316836.0561,Open defecation
AFG,Afghanistan,total,Drinking water,2000,25.24754,5073179.79701,Surface water
AFG,Afghanistan,rural,Drinking water,2000,29.56021,4628376.79999,Surface water
AFG,Afghanistan,urban,Drinking water,2000,10.02644,444802.86745,Surface water
AFG,Afghanistan,total,Sanitation,2000,44.61442,8964713.51604,Unimproved
AFG,Afghanistan,rural,Sanitation,2000,43.26353,6773968.49997,Unimproved
AFG,Afghanistan,urban,Sanitation,2000,49.38227,2190745.28848,Unimproved
AFG,Afghanistan,total,Drinking water,2000,43.4006,8720811.18597,Unimproved
AFG,Afghanistan,rural,Drinking water,2000,45.55722,7133102.59754,Unimproved
AFG,Afghanistan,urban,Drinking water,2000,35.78904,1587708.86165,Unimproved
AFG,Afghanistan,total,Sanitation,2001,23.52282,4931902.12707,At least basic
AFG,Afghanistan,rural,Sanitation,2001,21.79577,3556722.27992,At least basic
AFG,Afghanistan,urban,Sanitation,2001,29.58614,1375179.96242,At least basic
AFG,Afghanistan,total,Drinking water,2001,27.79726,5828101.14544,At least basic
AFG,Afghanistan,rural,Drinking water,2001,21.61913,3527897.31716,At least basic
AFG,Afghanistan,urban,Drinking water,2001,49.48745,2300203.9655,At least basic
AFG,Afghanistan,total,Sanitation,2001,5.85958,1228546.47077,Limited service
AFG,Afghanistan,rural,Sanitation,2001,3.57232,582945.93484,Limited service
AFG,Afghanistan,urban,Sanitation,2001,13.88969,645600.5651,Limited service
AFG,Afghanistan,total,Drinking water,2001,3.58126,750863.83,Limited service
AFG,Afghanistan,rural,Drinking water,2001,3.26344,532541.39197,Limited service
AFG,Afghanistan,urban,Drinking water,2001,4.69707,218322.4556,Limited service
AFG,Afghanistan,total,Sanitation,2001,25.99761,5450779.13278,Open defecation
AFG,Afghanistan,rural,Sanitation,2001,31.36838,5118819.81348,Open defecation
AFG,Afghanistan,urban,Sanitation,2001,7.1419,331959.44494,Open defecation
AFG,Afghanistan,total,Drinking water,2001,25.22977,5289789.36368,Surface water
AFG,Afghanistan,rural,Drinking water,2001,29.56021,4823755.04895,Surface water
AFG,Afghanistan,urban,Drinking water,2001,10.02644,466034.43688,Surface water
AFG,Afghanistan,total,Sanitation,2001,44.61999,9355234.26938,Unimproved
AFG,Afghanistan,rural,Sanitation,2001,43.26353,7059918.87981,Unimproved
AFG,Afghanistan,urban,Sanitation,2001,49.38227,2295315.11949,Unimproved
AFG,Afghanistan,total,Drinking water,2001,43.39172,9097707.66088,Unimproved
AFG,Afghanistan,rural,Drinking water,2001,45.55722,7434213.14997,Unimproved
AFG,Afghanistan,urban,Drinking water,2001,35.78904,1663494.23397,Unimproved
AFG,Afghanistan,total,Sanitation,2002,24.64515,5416984.78812,At least basic
AFG,Afghanistan,rural,Sanitation,2002,22.74099,3885746.73489,At least basic
AFG,Afghanistan,urban,Sanitation,2002,31.29478,1531238.17191,At least basic
AFG,Afghanistan,total,Drinking water,2002,29.90076,6572164.98709,At least basic
AFG,Afghanistan,rural,Drinking water,2002,23.59988,4032504.97035,At least basic
AFG,Afghanistan,urban,Drinking water,2002,51.90447,2539660.15727,At least basic
AFG,Afghanistan,total,Sanitation,2002,6.16807,1355737.56247,Limited service
AFG,Afghanistan,rural,Sanitation,2002,3.72724,636872.96467,Limited service
AFG,Afghanistan,urban,Sanitation,2002,14.69184,718864.6258,Limited service
AFG,Afghanistan,total,Drinking water,2002,3.86609,849762.94943,Limited service
AFG,Afghanistan,rural,Drinking water,2002,3.56244,608712.67414,Limited service
AFG,Afghanistan,urban,Drinking water,2002,4.92648,241050.2939,Limited service
AFG,Afghanistan,total,Sanitation,2002,25.16708,5531705.63702,Open defecation
AFG,Afghanistan,rural,Sanitation,2002,30.47309,5206928.50965,Open defecation
AFG,Afghanistan,urban,Sanitation,2002,6.63766,324777.25486,Open defecation
AFG,Afghanistan,total,Drinking water,2002,24.34242,5350445.16909,Surface water
AFG,Afghanistan,rural,Drinking water,2002,28.6166,4889710.84527,Surface water
AFG,Afghanistan,urban,Drinking water,2002,9.41629,460734.4464,Surface water
AFG,Afghanistan,total,Sanitation,2002,44.0197,9675496.0124,Unimproved
AFG,Afghanistan,rural,Sanitation,2002,43.05868,7357424.97958,Unimproved
AFG,Afghanistan,urban,Sanitation,2002,47.37572,2318070.75865,Unimproved
AFG,Afghanistan,total,Drinking water,2002,41.89073,9207550.89439,Unimproved
AFG,Afghanistan,rural,Drinking water,2002,44.22108,7556044.69904,Unimproved
AFG,Afghanistan,urban,Drinking water,2002,33.75276,1651505.91364,Unimproved
AFG,Afghanistan,total,Sanitation,2003,25.76889,5943555.6593,At least basic
AFG,Afghanistan,rural,Sanitation,2003,23.68621,4242002.44772,At least basic
AFG,Afghanistan,urban,Sanitation,2003,33.00342,1701552.97041,At least basic
AFG,Afghanistan,total,Drinking water,2003,32.00508,7381923.18411,At least basic
AFG,Afghanistan,rural,Drinking water,2003,25.58063,4581277.25811,At least basic
AFG,Afghanistan,urban,Drinking water,2003,54.32149,2800645.64577,At least basic
AFG,Afghanistan,total,Sanitation,2003,6.47776,1494084.9151,Limited service
AFG,Afghanistan,rural,Sanitation,2003,3.88216,695263.19118,Limited service
AFG,Afghanistan,urban,Sanitation,2003,15.49399,798821.67372,Limited service
AFG,Afghanistan,total,Drinking water,2003,4.15078,957372.2855,Limited service
AFG,Afghanistan,rural,Drinking water,2003,3.86143,691550.67415,Limited service
AFG,Afghanistan,urban,Drinking water,2003,5.15589,265821.57227,Limited service
AFG,Afghanistan,total,Sanitation,2003,24.33728,5613356.58059,Open defecation
AFG,Afghanistan,rural,Sanitation,2003,29.5778,5297136.7945,Open defecation
AFG,Afghanistan,urban,Sanitation,2003,6.13341,316219.52206,Open defecation
AFG,Afghanistan,total,Drinking water,2003,23.45569,5410019.32418,Surface water
AFG,Afghanistan,rural,Drinking water,2003,27.67299,4956002.06352,Surface water
AFG,Afghanistan,urban,Drinking water,2003,8.80614,454017.0104,Surface water
AFG,Afghanistan,total,Sanitation,2003,43.41608,10013854.84501,Unimproved
AFG,Afghanistan,rural,Sanitation,2003,42.85383,7674763.05123,Unimproved
AFG,Afghanistan,urban,Sanitation,2003,45.36917,2339092.34918,Unimproved
AFG,Afghanistan,total,Drinking water,2003,40.38845,9315537.20621,Unimproved
AFG,Afghanistan,rural,Drinking water,2003,42.88494,7680335.48885,Unimproved
AFG,Afghanistan,urban,Drinking water,2003,31.71648,1635202.28694,Unimproved
AFG,Afghanistan,total,Sanitation,2004,26.89957,6487902.05832,At least basic
AFG,Afghanistan,rural,Sanitation,2004,24.63143,4604158.05305,At least basic
AFG,Afghanistan,urban,Sanitation,2004,34.71206,1883743.89977,At least basic
AFG,Afghanistan,total,Drinking water,2004,34.12623,8230898.87344,At least basic
AFG,Afghanistan,rural,Drinking water,2004,27.56138,5151830.46991,At least basic
AFG,Afghanistan,urban,Drinking water,2004,56.73851,3079068.31169,At least basic
AFG,Afghanistan,total,Sanitation,2004,6.79537,1638974.57455,Limited service
AFG,Afghanistan,rural,Sanitation,2004,4.03709,754620.40866,Limited service
AFG,Afghanistan,urban,Sanitation,2004,16.29614,884354.16413,Limited service
AFG,Afghanistan,total,Drinking water,2004,4.43603,1069924.44552,Limited service
AFG,Afghanistan,rural,Drinking water,2004,4.16043,777676.53732,Limited service
AFG,Afghanistan,urban,Drinking water,2004,5.3853,292247.88969,Limited service
AFG,Afghanistan,total,Sanitation,2004,23.49551,5666876.12305,Open defecation
AFG,Afghanistan,rural,Sanitation,2004,28.68251,5361393.9031,Open defecation
AFG,Afghanistan,urban,Sanitation,2004,5.62917,305482.04613,Open defecation
AFG,Afghanistan,total,Drinking water,2004,22.55937,5441089.99176,Surface water
AFG,Afghanistan,rural,Drinking water,2004,26.72939,4996312.23309,Surface water
AFG,Afghanistan,urban,Drinking water,2004,8.19599,444777.601,Surface water
AFG,Afghanistan,total,Sanitation,2004,42.80955,10325225.24407,Unimproved
AFG,Afghanistan,rural,Sanitation,2004,42.64898,7972035.58519,Unimproved
AFG,Afghanistan,urban,Sanitation,2004,43.36262,2353189.93997,Unimproved
AFG,Afghanistan,total,Drinking water,2004,38.87837,9377064.68928,Unimproved
AFG,Afghanistan,rural,Drinking water,2004,41.5488,7766388.70968,Unimproved
AFG,Afghanistan,urban,Drinking water,2004,29.6802,1610676.24763,Unimproved
AFG,Afghanistan,total,Sanitation,2005,28.03858,7029494.98268,At least basic
AFG,Afghanistan,rural,Sanitation,2005,25.57665,4956492.57143,At least basic
AFG,Afghanistan,urban,Sanitation,2005,36.42071,2073002.16082,At least basic
AFG,Afghanistan,total,Drinking water,2005,36.26526,9091990.24773,At least basic
AFG,Afghanistan,rural,Drinking water,2005,29.54213,5724962.09515,At least basic
AFG,Afghanistan,urban,Drinking water,2005,59.15553,3367027.86228,At least basic
AFG,Afghanistan,total,Hygiene,2005,36.86568,9242520.15896,Basic service
AFG,Afghanistan,rural,Hygiene,2005,29.01854,5623496.50564,Basic service
AFG,Afghanistan,urban,Hygiene,2005,63.58285,3619023.36782,Basic service
AFG,Afghanistan,total,Hygiene,2005,34.83526,8733477.26654,Limited service
AFG,Afghanistan,rural,Hygiene,2005,38.3133,7424725.69533,Limited service
AFG,Afghanistan,urban,Hygiene,2005,22.99353,1308751.198,Limited service
AFG,Afghanistan,total,Sanitation,2005,7.12212,1785572.52224,Limited service
AFG,Afghanistan,rural,Sanitation,2005,4.19201,812367.95234,Limited service
AFG,Afghanistan,urban,Sanitation,2005,17.09829,973204.52817,Limited service
AFG,Afghanistan,total,Drinking water,2005,4.72171,1183771.05417,Limited service
AFG,Afghanistan,rural,Drinking water,2005,4.45943,864191.61586,Limited service
AFG,Afghanistan,urban,Drinking water,2005,5.61471,319579.39469,Limited service
AFG,Afghanistan,total,Hygiene,2005,28.29906,7094800.5745,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2005,32.66815,6330752.75098,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2005,13.42362,764048.48224,No handwashing facility
AFG,Afghanistan,total,Sanitation,2005,22.6422,5676579.66287,Open defecation
AFG,Afghanistan,rural,Sanitation,2005,27.78722,5384877.7266,Open defecation
AFG,Afghanistan,urban,Sanitation,2005,5.12493,291701.6663,Open defecation
AFG,Afghanistan,total,Drinking water,2005,21.65385,5428792.27395,Surface water
AFG,Afghanistan,rural,Drinking water,2005,25.78578,4997019.32794,Surface water
AFG,Afghanistan,urban,Drinking water,2005,7.58584,431772.69532,Surface water
AFG,Afghanistan,total,Sanitation,2005,42.1971,10579150.83221,Unimproved
AFG,Afghanistan,rural,Sanitation,2005,42.44413,8225236.70158,Unimproved
AFG,Afghanistan,urban,Sanitation,2005,41.35608,2353914.69277,Unimproved
AFG,Afghanistan,total,Drinking water,2005,37.35918,9366244.42414,Unimproved
AFG,Afghanistan,rural,Drinking water,2005,40.21266,7792801.913,Unimproved
AFG,Afghanistan,urban,Drinking water,2005,27.64392,1573443.09577,Unimproved
AFG,Afghanistan,total,Sanitation,2006,29.1808,7555914.57838,At least basic
AFG,Afghanistan,rural,Sanitation,2006,26.52187,5294305.65428,At least basic
AFG,Afghanistan,urban,Sanitation,2006,38.12935,2261608.94691,At least basic
AFG,Afghanistan,total,Drinking water,2006,38.40636,9944730.92932,At least basic
AFG,Afghanistan,rural,Drinking water,2006,31.52288,6292609.37631,At least basic
AFG,Afghanistan,urban,Drinking water,2006,61.57254,3652121.61206,At least basic
AFG,Afghanistan,total,Hygiene,2006,36.93619,9564053.87058,Basic service
AFG,Afghanistan,rural,Hygiene,2006,29.01854,5792692.77608,Basic service
AFG,Afghanistan,urban,Hygiene,2006,63.58285,3771361.16241,Basic service
AFG,Afghanistan,total,Hygiene,2006,34.804,9011957.53476,Limited service
AFG,Afghanistan,rural,Hygiene,2006,38.3133,7648116.231,Limited service
AFG,Afghanistan,urban,Hygiene,2006,22.99353,1363841.27366,Limited service
AFG,Afghanistan,total,Sanitation,2006,7.45163,1929484.45627,Limited service
AFG,Afghanistan,rural,Sanitation,2006,4.34693,867735.43618,Limited service
AFG,Afghanistan,urban,Sanitation,2006,17.90044,1061749.04672,Limited service
AFG,Afghanistan,total,Drinking water,2006,5.00713,1296517.71627,Limited service
AFG,Afghanistan,rural,Drinking water,2006,4.75843,949878.82444,Limited service
AFG,Afghanistan,urban,Drinking water,2006,5.84412,346638.89396,Limited service
AFG,Afghanistan,total,Hygiene,2006,28.25981,7317438.59466,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2006,32.66815,6521228.5081,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2006,13.42362,796210.04875,No handwashing facility
AFG,Afghanistan,total,Sanitation,2006,21.79025,5642248.02043,Open defecation
AFG,Afghanistan,rural,Sanitation,2006,26.89193,5368176.30644,Open defecation
AFG,Afghanistan,urban,Sanitation,2006,4.62068,274071.67023,Open defecation
AFG,Afghanistan,total,Drinking water,2006,20.7495,5372760.34376,Surface water
AFG,Afghanistan,rural,Drinking water,2006,24.84217,4959003.21749,Surface water
AFG,Afghanistan,urban,Drinking water,2006,6.97569,413757.09116,Surface water
AFG,Afghanistan,total,Sanitation,2006,41.57732,10765802.94492,Unimproved
AFG,Afghanistan,rural,Sanitation,2006,42.23928,8431820.11827,Unimproved
AFG,Afghanistan,urban,Sanitation,2006,39.34953,2333982.82097,Unimproved
AFG,Afghanistan,total,Drinking water,2006,35.83702,9279441.01065,Unimproved
AFG,Afghanistan,rural,Drinking water,2006,38.87652,7760546.09694,Unimproved
AFG,Afghanistan,urban,Drinking water,2006,25.60764,1518894.88764,Unimproved
AFG,Afghanistan,total,Sanitation,2008,31.65466,8639834.01541,At least basic
AFG,Afghanistan,rural,Sanitation,2008,28.43092,5950325.78775,At least basic
AFG,Afghanistan,urban,Sanitation,2008,42.25486,2689508.5372,At least basic
AFG,Afghanistan,total,Drinking water,2008,43.31506,11822426.02821,At least basic
AFG,Afghanistan,rural,Drinking water,2008,35.96969,7528119.52163,At least basic
AFG,Afghanistan,urban,Drinking water,2008,67.46785,4294306.93053,At least basic
AFG,Afghanistan,total,Hygiene,2008,37.07894,10120337.60707,Basic service
AFG,Afghanistan,rural,Hygiene,2008,29.01854,6073309.73671,Basic service
AFG,Afghanistan,urban,Hygiene,2008,63.58285,4047028.23351,Basic service
AFG,Afghanistan,total,Hygiene,2008,34.74073,9482146.67027,Limited service
AFG,Afghanistan,rural,Hygiene,2008,38.3133,8018615.96475,Limited service
AFG,Afghanistan,urban,Hygiene,2008,22.99353,1463531.04432,Limited service
AFG,Afghanistan,total,Sanitation,2008,7.93989,2167115.33282,Limited service
AFG,Afghanistan,rural,Sanitation,2008,4.63816,970723.36699,Limited service
AFG,Afghanistan,urban,Sanitation,2008,18.79651,1196392.0438,Limited service
AFG,Afghanistan,total,Drinking water,2008,4.95753,1353109.25062,Limited service
AFG,Afghanistan,rural,Drinking water,2008,4.87111,1019478.23928,Limited service
AFG,Afghanistan,urban,Drinking water,2008,5.24168,333631.05976,Limited service
AFG,Afghanistan,total,Hygiene,2008,28.18033,7691547.72266,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2008,32.66815,6837138.11943,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2008,13.42362,854408.90128,No handwashing facility
AFG,Afghanistan,total,Sanitation,2008,20.09007,5483391.15099,Open defecation
AFG,Afghanistan,rural,Sanitation,2008,25.10134,5253476.35432,Open defecation
AFG,Afghanistan,urban,Sanitation,2008,3.61219,229914.99221,Open defecation
AFG,Afghanistan,total,Drinking water,2008,18.94402,5170585.79701,Surface water
AFG,Afghanistan,rural,Drinking water,2008,22.95495,4804257.01376,Surface water
AFG,Afghanistan,urban,Drinking water,2008,5.75539,366328.96772,Surface water
AFG,Afghanistan,total,Sanitation,2008,40.31538,11003691.50078,Unimproved
AFG,Afghanistan,rural,Sanitation,2008,41.82957,8754538.31183,Unimproved
AFG,Afghanistan,urban,Sanitation,2008,35.33643,2249152.60589,Unimproved
AFG,Afghanistan,total,Drinking water,2008,32.7834,8947910.92416,Unimproved
AFG,Afghanistan,rural,Drinking water,2008,36.20424,7577209.04622,Unimproved
AFG,Afghanistan,urban,Drinking water,2008,21.53508,1370701.22109,Unimproved
AFG,Afghanistan,total,Sanitation,2016,42.05418,14574311.03837,At least basic
AFG,Afghanistan,rural,Sanitation,2016,36.0919,9378512.53332,At least basic
AFG,Afghanistan,urban,Sanitation,2016,59.92198,5195798.43935,At least basic
AFG,Afghanistan,total,Drinking water,2016,64.28648,22279144.33998,At least basic
AFG,Afghanistan,rural,Drinking water,2016,54.84053,14250362.9511,At least basic
AFG,Afghanistan,urban,Drinking water,2016,92.59413,8028781.28479,At least basic
AFG,Afghanistan,total,Hygiene,2016,37.66653,13053726.2694,Basic service
AFG,Afghanistan,rural,Hygiene,2016,29.01854,7540495.71733,Basic service
AFG,Afghanistan,urban,Hygiene,2016,63.58285,5513230.45676,Basic service
AFG,Afghanistan,total,Hygiene,2016,34.4803,11949502.92576,Limited service
AFG,Afghanistan,rural,Hygiene,2016,38.3133,9955747.68328,Limited service
AFG,Afghanistan,urban,Hygiene,2016,22.99353,1993755.28472,Limited service
AFG,Afghanistan,total,Sanitation,2016,9.64076,3341104.7655,Limited service
AFG,Afghanistan,rural,Sanitation,2016,5.77832,1501501.36581,Limited service
AFG,Afghanistan,urban,Sanitation,2016,21.21573,1839603.35712,Limited service
AFG,Afghanistan,total,Drinking water,2016,3.4998,1212893.53745,Limited service
AFG,Afghanistan,rural,Drinking water,2016,4.23825,1101314.35252,Limited service
AFG,Afghanistan,urban,Drinking water,2016,1.28682,111579.19307,Limited service
AFG,Afghanistan,total,Hygiene,2016,27.85317,9652802.80484,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2016,32.66815,8488849.23434,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2016,13.42362,1163953.62356,No handwashing facility
AFG,Afghanistan,total,Sanitation,2016,13.45068,4661470.43955,Open defecation
AFG,Afghanistan,rural,Sanitation,2016,17.93902,4661470.48901,Open defecation
AFG,Afghanistan,urban,Sanitation,2016,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2016,11.77021,4079088.55824,Surface water
AFG,Afghanistan,rural,Drinking water,2016,15.40609,4003287.41623,Surface water
AFG,Afghanistan,urban,Drinking water,2016,0.8742,75801.18208,Surface water
AFG,Afghanistan,total,Sanitation,2016,34.85438,12079145.75658,Unimproved
AFG,Afghanistan,rural,Sanitation,2016,40.19077,10443608.24681,Unimproved
AFG,Afghanistan,urban,Sanitation,2016,18.86229,1635537.56857,Unimproved
AFG,Afghanistan,total,Drinking water,2016,20.4435,7084905.56433,Unimproved
AFG,Afghanistan,rural,Drinking water,2016,25.51512,6630127.91511,Unimproved
AFG,Afghanistan,urban,Drinking water,2016,5.24485,454777.70511,Unimproved
AFG,Afghanistan,total,Sanitation,2017,43.41761,15426313.30896,At least basic
AFG,Afghanistan,rural,Sanitation,2017,37.0523,9840624.17717,At least basic
AFG,Afghanistan,urban,Sanitation,2017,62.26144,5585689.13425,At least basic
AFG,Afghanistan,total,Drinking water,2017,67.06462,23828117.03559,At least basic
AFG,Afghanistan,rural,Drinking water,2017,57.32129,15223811.67146,At least basic
AFG,Afghanistan,urban,Drinking water,2017,95.90874,8604305.36791,At least basic
AFG,Afghanistan,total,Hygiene,2017,37.74603,13411196.88298,Basic service
AFG,Afghanistan,rural,Hygiene,2017,29.01854,7706959.19297,Basic service
AFG,Afghanistan,urban,Hygiene,2017,63.58285,5704237.69338,Basic service
AFG,Afghanistan,total,Hygiene,2017,34.44506,12238359.53124,Limited service
AFG,Afghanistan,rural,Hygiene,2017,38.3133,10175530.09867,Limited service
AFG,Afghanistan,urban,Hygiene,2017,22.99353,2062829.43107,Limited service
AFG,Afghanistan,total,Sanitation,2017,9.82398,3490467.6476,Limited service
AFG,Afghanistan,rural,Sanitation,2017,5.91805,1571759.89235,Limited service
AFG,Afghanistan,urban,Sanitation,2017,21.38707,1918707.75676,Limited service
AFG,Afghanistan,total,Drinking water,2017,3.17404,1127740.68685,Limited service
AFG,Afghanistan,rural,Drinking water,2017,4.03724,1072240.48546,Limited service
AFG,Afghanistan,urban,Drinking water,2017,0.61864,55500.20106,Limited service
AFG,Afghanistan,total,Hygiene,2017,27.80891,9880527.58579,No handwashing facility
AFG,Afghanistan,rural,Hygiene,2017,32.66815,8676248.49836,No handwashing facility
AFG,Afghanistan,urban,Hygiene,2017,13.42362,1204279.08555,No handwashing facility
AFG,Afghanistan,total,Sanitation,2017,12.74019,4526598.87441,Open defecation
AFG,Afghanistan,rural,Sanitation,2017,17.04373,4526598.87274,Open defecation
AFG,Afghanistan,urban,Sanitation,2017,0,0,Open defecation
AFG,Afghanistan,total,Drinking water,2017,10.87738,3864742.13848,Surface water
AFG,Afghanistan,rural,Drinking water,2017,14.46248,3841053.42274,Surface water
AFG,Afghanistan,urban,Drinking water,2017,0.26405,23688.71435,Surface water
AFG,Afghanistan,total,Sanitation,2017,34.01823,12086704.16903,Unimproved
AFG,Afghanistan,rural,Sanitation,2017,39.98592,10619754.84773,Unimproved
AFG,Afghanistan,urban,Sanitation,2017,16.3515,1466949.31899,Unimproved
AFG,Afghanistan,total,Drinking water,2017,18.88395,6709484.13908,Unimproved
AFG,Afghanistan,rural,Drinking water,2017,24.17898,6421632.21035,Unimproved
AFG,Afghanistan,urban,Drinking water,2017,3.20857,287851.92668,Unimproved
AGO,Angola,total,Sanitation,2000,27.55752,4530711.59174,At least basic
AGO,Angola,rural,Sanitation,2000,7.53102,618007.5378,At least basic
AGO,Angola,urban,Sanitation,2000,47.51445,3912704.12944,At least basic
